id,name,category,brand,model,price,specs,image_url,in_stock,created_at,updated_at
79,ASUS TUF GAMING B760M-PLUS WIFI D4,Motherboard,ASUS,TUF GAMING B760M-PLUS WIFI D4,149.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""Micro ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black / Yellow""}}",https://dlcdnwebimgs.asus.com/gain/3fdc3f56-2ec1-4dd6-95f7-0d251d73fdc9/,t,2025-05-10 01:40:38.274378,2025-05-10 01:40:38.274379
80,Gigabyte Z790 AORUS Elite AX,Motherboard,Gigabyte,Z790 AORUS Elite AX,239.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""ATX"", ""max_memory"": 192, ""memory_slots"": 4, ""color"": ""Black""}}",https://static.gigabyte.com/StaticFile/Image/Global/0f3d103bab3c9b1a985b4704e610c6a1/Product/30071/png/1000,t,2025-05-10 01:40:38.274391,2025-05-10 01:40:38.274392
81,ASRock B550M PRO4,Motherboard,ASRock,B550M PRO4,94.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""Micro ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black / Silver""}}",https://pg.asrock.com/mb/photo/B550M%20Pro4(L1).png,t,2025-05-10 01:40:38.274404,2025-05-10 01:40:38.274405
82,MSI MAG B550 TOMAHAWK MAX WIFI,Motherboard,MSI,MAG B550 TOMAHAWK MAX WIFI,169.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black / Gray""}}",https://asset.msi.com/resize/image/global/product/product_16971604269d00e3e632da05c6f25e70395b73120d.png62405b38c58fe0f07fcef2367d8a9ba1/600.png,t,2025-05-10 01:40:38.274418,2025-05-10 01:40:38.274419
83,ASUS PRIME Z790-A WIFI,Motherboard,ASUS,PRIME Z790-A WIFI,249.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""ATX"", ""max_memory"": 192, ""memory_slots"": 4, ""color"": ""White / Silver""}}",https://dlcdnwebimgs.asus.com/gain/a0343c41-57d4-4ef7-a5ff-7f3ee2e731a1/,t,2025-05-10 01:40:38.274435,2025-05-10 01:40:38.274436
84,Gigabyte B550 AORUS PRO AC,Motherboard,Gigabyte,B550 AORUS PRO AC,139.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black / Silver""}}",https://static.gigabyte.com/StaticFile/Image/Global/ae69f5c0aa007bc14368d4631c27989f/Product/24241/Png,t,2025-05-10 01:40:38.27445,2025-05-10 01:40:38.27445
260,Microsoft Windows 11 Pro (64-bit),OS,Microsoft,Windows 11 Pro,159.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277603,2025-05-10 01:40:38.277604
85,ASRock Z790 Steel Legend WiFi,Motherboard,ASRock,Z790 Steel Legend WiFi,229.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""ATX"", ""max_memory"": 192, ""memory_slots"": 4, ""color"": ""White / Silver""}}",https://pg.asrock.com/mb/photo/Z790%20Steel%20Legend%20WiFi(L1).png,t,2025-05-10 01:40:38.274464,2025-05-10 01:40:38.274464
86,Biostar B660GTQ,Motherboard,Biostar,B660GTQ,109.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""Micro ATX"", ""max_memory"": 128, ""memory_slots"": 2, ""color"": ""Black""}}",https://www.biostar.com.tw/upload/Motherboard/B660GTQ/gallery_img/20220105160438_5577_m.jpg,t,2025-05-10 01:40:38.274477,2025-05-10 01:40:38.274478
87,ASUS ROG Crosshair X670E Hero,Motherboard,ASUS,ROG Crosshair X670E Hero,599.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM5"", ""form_factor"": ""ATX"", ""max_memory"": 192, ""memory_slots"": 4, ""color"": ""Black / RGB""}}",https://dlcdnwebimgs.asus.com/gain/97ee20b8-762a-47ae-b93f-5f902efdc1e6/,t,2025-05-10 01:40:38.274492,2025-05-10 01:40:38.274492
88,Gigabyte Z790I AORUS Ultra,Motherboard,Gigabyte,Z790I AORUS Ultra,289.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""Mini ITX"", ""max_memory"": 96, ""memory_slots"": 2, ""color"": ""Black / Silver""}}",https://static.gigabyte.com/StaticFile/Image/Global/2c2be96cc635f55e7f23721f734f2f3d/Product/30559/png/1000,t,2025-05-10 01:40:38.274505,2025-05-10 01:40:38.274506
89,ASRock A520M-HDV,Motherboard,ASRock,A520M-HDV,64.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""Micro ATX"", ""max_memory"": 64, ""memory_slots"": 2, ""color"": ""Black""}}",https://pg.asrock.com/mb/photo/A520M-HDV(L1).png,t,2025-05-10 01:40:38.274519,2025-05-10 01:40:38.274519
90,MSI MAG B650 TOMAHAWK WIFI,Motherboard,MSI,MAG B650 TOMAHAWK WIFI,209.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM5"", ""form_factor"": ""ATX"", ""max_memory"": 192, ""memory_slots"": 4, ""color"": ""Black / Gray""}}",https://asset.msi.com/resize/image/global/product/product_167280237066322a4f68b4e8e3f03a49e5c0e9676e.png62405b38c58fe0f07fcef2367d8a9ba1/600.png,t,2025-05-10 01:40:38.274532,2025-05-10 01:40:38.274533
91,ASUS PRIME B550M-A (Wi-Fi II),Motherboard,ASUS,PRIME B550M-A (Wi-Fi II),129.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""Micro ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black / White""}}",https://dlcdnwebimgs.asus.com/gain/f230e35a-c7ac-4e3c-8ef7-271f60c3f82d/,t,2025-05-10 01:40:38.274545,2025-05-10 01:40:38.274546
92,Gigabyte B450M DS3H,Motherboard,Gigabyte,B450M DS3H,79.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""Micro ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black / Orange""}}",https://static.gigabyte.com/StaticFile/Image/Global/5eea8ff93b4311c6ec4418c52e27be3a/Product/22364/Png,t,2025-05-10 01:40:38.274558,2025-05-10 01:40:38.274559
93,ASRock Z690 Phantom Gaming-ITX/TB4,Motherboard,ASRock,Z690 Phantom Gaming-ITX/TB4,289.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""Mini ITX"", ""max_memory"": 96, ""memory_slots"": 2, ""color"": ""Black / Red""}}",https://pg.asrock.com/mb/photo/Z690%20Phantom%20Gaming-ITX-TB4(L1).png,t,2025-05-10 01:40:38.274571,2025-05-10 01:40:38.274572
94,Biostar B550T-Silver,Motherboard,Biostar,B550T-Silver,119.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""Mini ITX"", ""max_memory"": 64, ""memory_slots"": 2, ""color"": ""Black / Silver""}}",https://www.biostar.com.tw/upload/Motherboard/B550T-SILVER/gallery_img/20210106180107_5290_m.jpg,t,2025-05-10 01:40:38.274584,2025-05-10 01:40:38.274585
95,MSI PRO B760M-A WIFI DDR4,Motherboard,MSI,PRO B760M-A WIFI DDR4,139.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""Micro ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black""}}",https://asset.msi.com/resize/image/global/product/product_1672919143c489c90b62a7b885ac2c2f70e7e37ee4.png62405b38c58fe0f07fcef2367d8a9ba1/600.png,t,2025-05-10 01:40:38.274598,2025-05-10 01:40:38.274598
96,Supermicro X12SAE,Motherboard,Supermicro,X12SAE,229.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1200"", ""form_factor"": ""ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Green / Black""}}",https://www.supermicro.com/images/products/motherboard/xeon/c256/X12SAE_angled.png,t,2025-05-10 01:40:38.274611,2025-05-10 01:40:38.274611
97,ASUS TUF Gaming X570-Plus (Wi-Fi),Motherboard,ASUS,TUF Gaming X570-Plus (Wi-Fi),189.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black / Yellow""}}",https://dlcdnwebimgs.asus.com/gain/f2e8ff2f-59c1-4fc1-90e1-c1a0b59ffcf7/,t,2025-05-10 01:40:38.274636,2025-05-10 01:40:38.274637
98,MSI MPG Z790 EDGE WIFI DDR5,Motherboard,MSI,MPG Z790 EDGE WIFI,279.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""ATX"", ""max_memory"": 192, ""memory_slots"": 4, ""color"": ""Silver / Black""}}",https://asset.msi.com/resize/image/global/product/product_1673502676785e9e226d5fb4782c9c5c80e9fcfbc0.png62405b38c58fe0f07fcef2367d8a9ba1/600.png,t,2025-05-10 01:40:38.27465,2025-05-10 01:40:38.274651
99,Gigabyte B660M DS3H AX DDR4,Motherboard,Gigabyte,B660M DS3H AX DDR4,109.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""Micro ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black / Silver""}}",https://static.gigabyte.com/StaticFile/Image/Global/cefc6ec0f50ddf7d8b5e0e174e5a88cd/Product/28880/png/1000,t,2025-05-10 01:40:38.274664,2025-05-10 01:40:38.274664
100,ASRock B550 Phantom Gaming 4,Motherboard,ASRock,B550 Phantom Gaming 4,99.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Black / Red""}}",https://pg.asrock.com/mb/photo/B550%20Phantom%20Gaming%204(L1).png,t,2025-05-10 01:40:38.274677,2025-05-10 01:40:38.274678
101,Biostar B760MX2-E D4,Motherboard,Biostar,B760MX2-E D4,94.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""Micro ATX"", ""max_memory"": 128, ""memory_slots"": 2, ""color"": ""Black""}}",https://www.biostar.com.tw/upload/Motherboard/B760MX2-E%20D4/gallery_img/20230111093037_8480_m.jpg,t,2025-05-10 01:40:38.274701,2025-05-10 01:40:38.274702
102,NZXT N7 B650E,Motherboard,NZXT,N7 B650E,269.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM5"", ""form_factor"": ""ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""White""}}",https://nzxt.com/assets/cms/34299/1670338697-n7-b650e-white-featured-image.png,t,2025-05-10 01:40:38.274717,2025-05-10 01:40:38.274718
103,Supermicro X13SAE-F,Motherboard,Supermicro,X13SAE-F,299.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""LGA1700"", ""form_factor"": ""ATX"", ""max_memory"": 128, ""memory_slots"": 4, ""color"": ""Green / Black""}}",https://www.supermicro.com/images/products/motherboard/xeon/c256/X13SAE-F_angled.png,t,2025-05-10 01:40:38.27473,2025-05-10 01:40:38.274731
104,ASUS PRIME A520M-K,Motherboard,ASUS,PRIME A520M-K,69.99,"{""category"": ""Motherboard"", ""specs"": {""socket"": ""AM4"", ""form_factor"": ""Micro ATX"", ""max_memory"": 64, ""memory_slots"": 2, ""color"": ""Black""}}",https://dlcdnwebimgs.asus.com/gain/ba40eeb5-651f-4b47-9912-2a02c420b6dc/,t,2025-05-10 01:40:38.274744,2025-05-10 01:40:38.274745
105,Corsair Vengeance LPX 16 GB,RAM,Corsair,Vengeance LPX 16 GB,38.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x8GB"", ""price_per_gb"": 2.437, ""color"": ""Black / Yellow"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.27486,2025-05-10 01:40:38.274861
106,Corsair Vengeance 32 GB,RAM,Corsair,Vengeance 32 GB,113.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-5600"", ""modules"": ""2x16GB"", ""price_per_gb"": 3.562, ""color"": ""Black"", ""first_word_latency"": 12.857, ""cas_latency"": 36}}",,t,2025-05-10 01:40:38.274879,2025-05-10 01:40:38.27488
261,Microsoft Windows 10 Home (64-bit),OS,Microsoft,Windows 10 Home,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 128}}",,t,2025-05-10 01:40:38.277617,2025-05-10 01:40:38.277618
107,G.Skill Trident Z5 RGB 32 GB,RAM,G.Skill,Trident Z5 RGB 32 GB,117.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-6000"", ""modules"": ""2x16GB"", ""price_per_gb"": 3.687, ""color"": ""Black"", ""first_word_latency"": 12, ""cas_latency"": 36}}",,t,2025-05-10 01:40:38.274892,2025-05-10 01:40:38.274893
108,Corsair Vengeance 32 GB,RAM,Corsair,Vengeance 32 GB,114.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-6000"", ""modules"": ""2x16GB"", ""price_per_gb"": 3.593, ""color"": ""Black / Gray"", ""first_word_latency"": 10, ""cas_latency"": 30}}",,t,2025-05-10 01:40:38.27491,2025-05-10 01:40:38.274911
109,Corsair Vengeance RGB Pro 32 GB,RAM,Corsair,Vengeance RGB Pro 32 GB,94.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3600"", ""modules"": ""2x16GB"", ""price_per_gb"": 2.968, ""color"": ""Black"", ""first_word_latency"": 10, ""cas_latency"": 18}}",,t,2025-05-10 01:40:38.274925,2025-05-10 01:40:38.274926
110,G.Skill Trident Z5 RGB 64 GB,RAM,G.Skill,Trident Z5 RGB 64 GB,217.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-6400"", ""modules"": ""2x32GB"", ""price_per_gb"": 3.406, ""color"": ""Black / Silver"", ""first_word_latency"": 10, ""cas_latency"": 32}}",,t,2025-05-10 01:40:38.274939,2025-05-10 01:40:38.274939
111,Team T-Force Delta RGB 32 GB,RAM,Team,T-Force Delta RGB 32 GB,89.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3600"", ""modules"": ""2x16GB"", ""price_per_gb"": 2.812, ""color"": ""White"", ""first_word_latency"": 10, ""cas_latency"": 18}}",,t,2025-05-10 01:40:38.274952,2025-05-10 01:40:38.274953
112,Kingston Fury Beast 16 GB,RAM,Kingston,Fury Beast 16 GB,42.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x8GB"", ""price_per_gb"": 2.687, ""color"": ""Black"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.274965,2025-05-10 01:40:38.274966
113,ADATA XPG Lancer RGB 32 GB,RAM,ADATA,XPG Lancer RGB 32 GB,119.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-6000"", ""modules"": ""2x16GB"", ""price_per_gb"": 3.75, ""color"": ""White"", ""first_word_latency"": 12, ""cas_latency"": 36}}",,t,2025-05-10 01:40:38.274978,2025-05-10 01:40:38.274979
114,Patriot Viper Steel 16 GB,RAM,Patriot,Viper Steel 16 GB,34.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x8GB"", ""price_per_gb"": 2.187, ""color"": ""Gray"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.274991,2025-05-10 01:40:38.274992
115,G.Skill Ripjaws V 32 GB,RAM,G.Skill,Ripjaws V 32 GB,82.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3600"", ""modules"": ""2x16GB"", ""price_per_gb"": 2.593, ""color"": ""Red"", ""first_word_latency"": 10, ""cas_latency"": 18}}",,t,2025-05-10 01:40:38.275004,2025-05-10 01:40:38.275005
116,Corsair Dominator Platinum RGB 32 GB,RAM,Corsair,Dominator Platinum RGB 32 GB,154.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-6000"", ""modules"": ""2x16GB"", ""price_per_gb"": 4.843, ""color"": ""White"", ""first_word_latency"": 10, ""cas_latency"": 36}}",,t,2025-05-10 01:40:38.27502,2025-05-10 01:40:38.275021
117,Kingston Fury Renegade 32 GB,RAM,Kingston,Fury Renegade 32 GB,97.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-4000"", ""modules"": ""2x16GB"", ""price_per_gb"": 3.062, ""color"": ""Black / Silver"", ""first_word_latency"": 9, ""cas_latency"": 19}}",,t,2025-05-10 01:40:38.275034,2025-05-10 01:40:38.275035
118,Team T-Force Vulcan Z 16 GB,RAM,Team,T-Force Vulcan Z 16 GB,36.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x8GB"", ""price_per_gb"": 2.312, ""color"": ""Gray"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.275048,2025-05-10 01:40:38.275048
119,G.Skill Ripjaws S5 32 GB,RAM,G.Skill,Ripjaws S5 32 GB,104.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-5600"", ""modules"": ""2x16GB"", ""price_per_gb"": 3.281, ""color"": ""Black"", ""first_word_latency"": 10, ""cas_latency"": 36}}",,t,2025-05-10 01:40:38.275072,2025-05-10 01:40:38.275073
120,Silicon Power Zenith DDR5 32 GB,RAM,Silicon Power,Zenith DDR5 32 GB,92.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-5200"", ""modules"": ""2x16GB"", ""price_per_gb"": 2.906, ""color"": ""Black"", ""first_word_latency"": 14, ""cas_latency"": 40}}",,t,2025-05-10 01:40:38.275086,2025-05-10 01:40:38.275087
121,Crucial Ballistix 16 GB,RAM,Crucial,Ballistix 16 GB,39.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x8GB"", ""price_per_gb"": 2.5, ""color"": ""Black"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.2751,2025-05-10 01:40:38.275101
122,Corsair Vengeance LPX 8 GB,RAM,Corsair,Vengeance LPX 8 GB,22.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""1x8GB"", ""price_per_gb"": 2.87, ""color"": ""Black"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.275115,2025-05-10 01:40:38.275115
123,ADATA XPG Gammix D30 16 GB,RAM,ADATA,XPG Gammix D30 16 GB,36.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x8GB"", ""price_per_gb"": 2.31, ""color"": ""Gray"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.275128,2025-05-10 01:40:38.275128
124,G.Skill Aegis 16 GB,RAM,G.Skill,Aegis 16 GB,37.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3000"", ""modules"": ""2x8GB"", ""price_per_gb"": 2.37, ""color"": ""Black / Red"", ""first_word_latency"": 11, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.275173,2025-05-10 01:40:38.275174
125,Patriot Signature Premium 16 GB,RAM,Patriot,Signature Premium 16 GB,31.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-2666"", ""modules"": ""2x8GB"", ""price_per_gb"": 2.0, ""color"": ""Black"", ""first_word_latency"": 11.25, ""cas_latency"": 19}}",,t,2025-05-10 01:40:38.275196,2025-05-10 01:40:38.275197
126,Silicon Power Gaming 32 GB,RAM,Silicon Power,Gaming 32 GB,64.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x16GB"", ""price_per_gb"": 2.03, ""color"": ""Black"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.275213,2025-05-10 01:40:38.275213
127,Team T-Force Delta RGB DDR5 32 GB,RAM,Team,T-Force Delta RGB DDR5 32 GB,109.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-6000"", ""modules"": ""2x16GB"", ""price_per_gb"": 3.44, ""color"": ""White"", ""first_word_latency"": 12, ""cas_latency"": 36}}",,t,2025-05-10 01:40:38.275234,2025-05-10 01:40:38.275235
128,Kingston Fury Impact 16 GB,RAM,Kingston,Fury Impact 16 GB,59.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x8GB"", ""price_per_gb"": 3.75, ""color"": ""Black"", ""first_word_latency"": 10, ""cas_latency"": 20}}",,t,2025-05-10 01:40:38.27525,2025-05-10 01:40:38.275251
129,PNY XLR8 Gaming EPIC-X RGB 32 GB,RAM,PNY,XLR8 Gaming EPIC-X RGB 32 GB,94.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x16GB"", ""price_per_gb"": 2.97, ""color"": ""Black"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.275268,2025-05-10 01:40:38.27527
130,Crucial Pro DDR5 32 GB,RAM,Crucial,Pro DDR5 32 GB,89.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-5600"", ""modules"": ""2x16GB"", ""price_per_gb"": 2.81, ""color"": ""Black"", ""first_word_latency"": 13, ""cas_latency"": 46}}",,t,2025-05-10 01:40:38.275287,2025-05-10 01:40:38.275287
131,TEAMGROUP T-Create Classic 16 GB,RAM,TEAMGROUP,T-Create Classic 16 GB,35.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3200"", ""modules"": ""2x8GB"", ""price_per_gb"": 2.25, ""color"": ""Silver"", ""first_word_latency"": 10, ""cas_latency"": 16}}",,t,2025-05-10 01:40:38.2753,2025-05-10 01:40:38.2753
132,Corsair Vengeance RGB DDR5 64 GB,RAM,Corsair,Vengeance RGB DDR5 64 GB,229.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR5-6400"", ""modules"": ""2x32GB"", ""price_per_gb"": 3.59, ""color"": ""Black"", ""first_word_latency"": 10, ""cas_latency"": 32}}",,t,2025-05-10 01:40:38.275319,2025-05-10 01:40:38.27532
133,Kingston ValueRAM 8 GB,RAM,Kingston,ValueRAM 8 GB,19.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-2666"", ""modules"": ""1x8GB"", ""price_per_gb"": 2.5, ""color"": ""Green"", ""first_word_latency"": 13, ""cas_latency"": 19}}",,t,2025-05-10 01:40:38.275333,2025-05-10 01:40:38.275334
134,G.Skill Trident Z Royal 32 GB,RAM,G.Skill,Trident Z Royal 32 GB,124.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-3600"", ""modules"": ""2x16GB"", ""price_per_gb"": 3.91, ""color"": ""Silver"", ""first_word_latency"": 10, ""cas_latency"": 18}}",,t,2025-05-10 01:40:38.275346,2025-05-10 01:40:38.275347
135,ADATA Premier 4 GB,RAM,ADATA,Premier 4 GB,14.99,"{""category"": ""RAM"", ""specs"": {""speed"": ""DDR4-2400"", ""modules"": ""1x4GB"", ""price_per_gb"": 3.75, ""color"": ""Green"", ""first_word_latency"": 14.17, ""cas_latency"": 17}}",,t,2025-05-10 01:40:38.275359,2025-05-10 01:40:38.27536
136,Samsung 980 Pro 2TB,Storage,Samsung,980 Pro,169.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen4 x4"", ""capacity_gb"": 2000, ""read_speed_mbps"": 7000, ""write_speed_mbps"": 5100, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275455,2025-05-10 01:40:38.275456
137,Kingston A2000 1TB,Storage,Kingston,A2000,74.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen3 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 2200, ""write_speed_mbps"": 2000, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275477,2025-05-10 01:40:38.275478
138,Crucial P3 Plus 1TB,Storage,Crucial,P3 Plus,59.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen4 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 5000, ""write_speed_mbps"": 4200, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275491,2025-05-10 01:40:38.275492
139,Western Digital Black SN850X 2TB,Storage,Western Digital,Black SN850X,159.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen4 x4"", ""capacity_gb"": 2000, ""read_speed_mbps"": 7300, ""write_speed_mbps"": 6600, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275504,2025-05-10 01:40:38.275505
140,Samsung 870 QVO 4TB,Storage,Samsung,870 QVO,209.99,"{""category"": ""Storage"", ""specs"": {""type"": ""SATA SSD"", ""interface"": ""SATA III"", ""capacity_gb"": 4000, ""read_speed_mbps"": 560, ""write_speed_mbps"": 530, ""form_factor"": ""2.5 inch""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275518,2025-05-10 01:40:38.275519
141,TeamGroup MP33 1TB,Storage,TeamGroup,MP33,47.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen3 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 1700, ""write_speed_mbps"": 1400, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275532,2025-05-10 01:40:38.275532
142,ADATA SU800 512GB,Storage,ADATA,SU800,38.99,"{""category"": ""Storage"", ""specs"": {""type"": ""SATA SSD"", ""interface"": ""SATA III"", ""capacity_gb"": 512, ""read_speed_mbps"": 560, ""write_speed_mbps"": 520, ""form_factor"": ""2.5 inch""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.27555,2025-05-10 01:40:38.275551
143,WD Red Plus 6TB,Storage,Western Digital,Red Plus,119.99,"{""category"": ""Storage"", ""specs"": {""type"": ""HDD"", ""interface"": ""SATA III"", ""capacity_gb"": 6000, ""rpm"": 5400, ""cache_mb"": 128, ""form_factor"": ""3.5 inch""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275564,2025-05-10 01:40:38.275564
144,Seagate IronWolf 8TB,Storage,Seagate,IronWolf,169.99,"{""category"": ""Storage"", ""specs"": {""type"": ""HDD"", ""interface"": ""SATA III"", ""capacity_gb"": 8000, ""rpm"": 7200, ""cache_mb"": 256, ""form_factor"": ""3.5 inch""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275577,2025-05-10 01:40:38.275578
145,Samsung T7 Shield 1TB Portable SSD,Storage,Samsung,T7 Shield,89.99,"{""category"": ""Storage"", ""specs"": {""type"": ""External SSD"", ""interface"": ""USB 3.2 Gen 2"", ""capacity_gb"": 1000, ""read_speed_mbps"": 1050, ""write_speed_mbps"": 1000, ""form_factor"": ""Portable""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.27559,2025-05-10 01:40:38.275591
